1,35
2,95
3,20
4,85
5,35
6,55
7,75
8,80
9,10
10,95
11,20
12,0
13,55
14,70
15,100
16,15
17,55
18,75
19,30
20,90
21,0
22,55
23,55
24,70
25,70
26,65
27,10
28,95
29,65
30,60
31,0
32,90
33,15
34,65
35,60
36,30
37,65
38,65
39,30
40,25
41,70
42,45
43,10
44,40
45,20
46,20
47,55
48,20
49,65
50,40
51,5
52,5
53,5
54,0
55,0
56,100
57,65
58,95
59,90
60,30
61,80
62,45
63,95
64,5
65,20
66,5
67,95
68,80
69,95
70,45
71,40
72,20
73,0
74,25
75,20
76,90
77,95
78,80
79,0
80,20
81,95
82,30
83,80
84,45
85,35
86,0
87,55
88,50
89,80
90,65
91,90
92,70
93,95
94,65
95,85
96,95
97,85
98,40
99,60
100,90
101,65
102,15
103,20
104,40
105,55
106,80
107,40
108,40
109,0
110,65
111,25
112,95
113,100
114,80
115,20
116,100
117,50
118,95
119,15
120,55
121,60
122,40
123,35
124,90
125,75
126,45
127,25
128,45
129,10
130,75
131,0
132,55
133,10
134,55
135,90
136,15
137,60
138,100
139,65
140,30
141,45
142,70
143,100
144,70
145,55
146,35
147,75
148,65
149,95
150,25
151,20
152,95
153,60
154,45
155,50
156,90
157,30
158,85
159,20
160,15
161,75
162,80
163,85
164,15
165,70
166,50
167,40
168,25
169,5
170,60
171,65
172,40
173,75
174,45
175,80
176,55
177,95
178,30
179,25
180,35
181,5
182,0
183,40
184,15
185,70
186,5
187,100
188,85
189,60
190,10
191,90
192,75
193,95
194,40
195,30
196,90
197,30
198,95
199,40
200,20
201,60
202,90
203,75
204,90
205,10
206,55
207,30
208,60
209,85
210,0
211,45
212,85
213,35
214,55
215,55
216,60
217,35
218,15
219,45
220,30
221,100
222,40
223,40
224,75
225,90
226,30
227,45
228,65
229,20
230,95
231,35
232,30
233,40
234,10
235,85
236,45
237,55
238,35
239,45
240,85
241,10
242,25
243,95
244,65
245,60
246,5
247,10
248,35
249,5
250,85
251,30
252,70
253,70
254,70
255,40
256,80
257,20
258,100
259,40
260,100
261,30
262,35
263,45
264,0
265,55
266,95
267,20
268,5
269,30
270,10
271,30
272,40
273,15
274,5
275,35
276,95
277,30
278,15
279,70
280,45
281,5
282,95
283,85
284,65
285,80
286,65
287,70
288,35
289,0
290,95
291,75
292,50
293,25
294,85
295,70
296,30
297,15
298,35
299,70
300,80
301,55
302,80
303,10
304,90
305,35
306,95
307,65
308,90
309,85
310,30
311,15
312,100
313,25
314,50
315,60
316,70
317,45
318,30
319,75
320,10
321,50
322,65
323,45
324,25
325,10
326,15
327,50
328,65
329,95
330,90
331,80
332,85
333,15
334,15
335,85
336,65
337,0
338,50
339,70
340,60
341,100
342,0
343,40
344,5
345,65
346,65
347,90
348,25
349,65
350,100
351,85
352,5
353,65
354,100
355,0
356,65
357,20
358,90
359,5
360,75
361,25
362,80
363,55
364,75
365,60
366,80
367,60
368,35
369,30
370,5
371,65
372,100
373,45
374,95
375,10
376,35
377,10
378,30
379,100
380,15
381,85
382,15
383,35
384,15
385,100
386,25
387,65
388,100
389,0
390,40
391,70
392,95
393,80
394,40
395,25
396,10
397,85
398,95
399,25
400,75
401,0
402,60
403,50
404,85
405,90
406,55
407,50
408,50
409,5
410,30
411,95
412,55
413,15
414,70
415,15
416,25
417,90
418,100
419,35
420,90
421,40
422,75
423,60
424,45
425,75
426,10
427,5
428,20
429,30
430,85
431,65
432,30
433,75
434,65
435,5
436,75
437,10
438,100
439,15
440,95
441,60
442,30
443,45
444,55
445,100
446,10
447,20
448,15
449,40
450,0
451,60
452,85
453,5
454,60
455,95
456,100
457,30
458,5
459,80
460,20
461,100
462,80
463,80
464,0
465,70
466,80
467,45
468,10
469,80
470,85
471,85
472,5
473,95
474,0
475,55
476,80
477,45
478,35
479,15
480,30
481,60
482,25
483,40
484,80
485,65
486,55
487,5
488,35
489,60
490,45
491,25
492,30
493,45
494,60
495,10
496,90
497,50
498,70
499,20
500,10
986,0
987,15
988,15
989,50
990,65
991,10
992,100
993,45
994,55
996,40
997,100
998,100
999,70
1000,10
1001,65
1002,90
1003,110
1004,35
1005,40
1006,55
1007,95
1008,105
1009,70
1010,0
1011,0
1012,10
1013,40
1014,50
1015,90
1016,35
1017,25
1018,100
1019,90
1020,90
1021,0
1022,0
1023,0
1024,0
1025,15
1026,-15
1027,0
1028,0
1029,0
1030,0
1031,0
1032,0
1033,0
1034,0
1035,0
1036,0
